Ticker,MarketCap,TrailingPE,ForwardPE,TrailingEPS,ForwardEPS,TotalRevenue,DividendYield,Beta,Sector,Industry,FullTimeEmployees,Sector_Encoded,Industry_Encoded
KDDL.BO,36158709760.0,36.762535,25.811237,79.97,113.9,15759120384.0,0.27,0.967,Consumer Cyclical,Luxury Goods,1359.0,3,56
KEC.BO,182506717184.0,39.06553,28.029436,17.55,24.46,211394101248.0,0.58,0.623,Industrials,Engineering & Construction,6450.0,8,37
KECL.BO,7876711936.0,60.5102,,1.96,,5832207872.0,,1.13,Industrials,Specialty Industrial Machinery,889.0,8,87
KEI.BO,295181090816.0,44.0559,105.36153,70.12,29.32,91266867200.0,0.13,0.907,Industrials,Electrical Equipment & Parts,1849.0,8,34
KELLTONTEC.BO,10583661568.0,12.388825,11.341336,8.77,9.58,10593304576.0,,1.731,Technology,Software - Application,1370.0,10,82
KENNAMET.BO,44719042560.0,38.609108,54.99189,52.7,37.0,11285999616.0,1.47,0.488,Industrials,Tools & Accessories,756.0,8,94
KERNEX.BO,14774289408.0,322.19778,,2.73,,1156168960.0,,-0.245,Technology,Software - Application,228.0,10,82
KESORAMIND.BO,60796944384.0,,,-13.01,,40019001344.0,,1.697,Basic Materials,Building Materials,1588.0,1,17
KGL.BO,359407200.0,1.0,,,,,,,Unknown,Unknown,,11,97
KHAICHEM.BO,4998823424.0,,,-4.56,,6109513216.0,,0.811,Basic Materials,Agricultural Inputs,681.0,1,2
KICL.BO,15950188544.0,21.276714,,171.73,,770720000.0,,0.633,Financial Services,Asset Management,2.0,6,8
KILITCH.BO,4934853632.0,25.255146,,12.15,,1819113984.0,,0.238,Healthcare,Drug Manufacturers - Specialty & Generic,168.0,7,32
KINGFA.BO,35210067968.0,24.39094,102.77129,119.2,28.29,16795598848.0,0.34,1.012,Basic Materials,Specialty Chemicals,257.0,1,86
KIRIINDUS.BO,29227476992.0,10.184145,3.7060027,51.59,141.77,9948626944.0,,0.287,Basic Materials,Specialty Chemicals,787.0,1,86
KIRLFER.BO,74912194560.0,34.37311,7.720102,13.24,58.95,63631998976.0,1.32,1.138,Industrials,Metal Fabrication,3279.0,8,60
KIRLOSBROS.BO,126796152832.0,29.498428,143.85135,54.13,11.1,44346990592.0,0.38,0.698,Industrials,Specialty Industrial Machinery,2599.0,8,87
KIRLOSENG.BO,83642343424.0,16.528973,41.39368,34.86,13.92,62538199040.0,1.04,1.043,Industrials,Specialty Industrial Machinery,2376.0,8,87
KIRLOSIND.BO,33503827968.0,20.449347,,157.34,,66260000768.0,0.4,0.676,Industrials,Metal Fabrication,17.0,8,60
KIRLPNU.BO,64306982912.0,33.673122,23.623362,29.43,41.95,15385299968.0,0.71,0.744,Industrials,Specialty Industrial Machinery,792.0,8,87
KITEX.BO,32219250688.0,25.594296,8.522428,6.31,18.95,7435039232.0,0.31,0.412,Consumer Cyclical,Apparel Manufacturing,4951.0,3,6
KKCL.BO,28689610752.0,18.76461,6.3279867,24.81,73.57,9340585984.0,0.73,0.495,Consumer Cyclical,Apparel Manufacturing,1919.0,3,6
KMGMILK.BO,188737680.0,,,-0.66,,51460264.0,,-0.074,Consumer Defensive,Packaged Foods,,4,68
KMSUGAR.BO,2525405440.0,7.8653297,,3.49,,6286793216.0,,0.439,Consumer Defensive,Confectioners,373.0,4,24
KNRCON.BO,61660774400.0,5.070536,12.557275,43.24,17.46,52057923584.0,0.11,0.79,Industrials,Engineering & Construction,5491.0,8,37
KOHINOOR.BO,1156260096.0,,,-2.81,,909190976.0,,-0.257,Consumer Defensive,Packaged Foods,95.0,4,68
KOKUYOCMLN.BO,10386479104.0,87.75424,,1.18,,7797259776.0,0.48,0.881,Industrials,Business Equipment & Supplies,1122.0,8,19
KOLTEPATIL.BO,18989699072.0,133.60963,10.816017,1.87,23.1,15250899968.0,1.6,0.697,Real Estate,Real Estate - Development,582.0,9,75
KOPRAN.BO,8160266240.0,17.15736,25.337332,9.85,6.67,6433225216.0,1.78,0.731,Healthcare,Drug Manufacturers - General,842.0,7,31
KOTAKBANK.BO,3783385939968.0,16.978561,53.967915,111.95,35.22,731945697280.0,0.11,0.566,Financial Services,Banks - Regional,116000.0,6,11
KOTHARIPRO.BO,4040857088.0,,,-15.55,,10113300480.0,,0.5,Industrials,Conglomerates,40.0,8,25
KOVAI.BO,58821427200.0,28.490568,81.263794,188.68,66.15,13352495104.0,0.19,0.78,Healthcare,Medical Care Facilities,5286.0,7,58
KPRMILL.BO,274442485760.0,33.32918,14.458852,24.09,55.53,63156199424.0,0.62,0.802,Consumer Cyclical,Textile Manufacturing,20774.0,3,91
KRBL.BO,58023616512.0,13.300105,,19.06,,54698598400.0,1.58,0.63,Consumer Defensive,Packaged Foods,2768.0,4,68
KREBSBIO.BO,1761716608.0,,,-11.38,,491843008.0,,0.495,Healthcare,Drug Manufacturers - Specialty & Generic,191.0,7,32
KSCL.BO,51183312896.0,16.69391,25.272728,59.95,39.6,12130665472.0,0.5,0.659,Basic Materials,Agricultural Inputs,1342.0,1,2
KSERASERA.BO,405817184.0,,,,,,,,Unknown,Unknown,,11,97
KSK.BO,,,,,,,,,Unknown,Unknown,,11,97
KSL.BO,32008636416.0,13.334242,,54.99,,19403988992.0,1.36,1.076,Basic Materials,Steel,94.0,1,89
KTKBANK.BO,63372824576.0,4.8398266,4.706268,34.65,,42910818304.0,3.28,0.968,Financial Services,Banks - Regional,8900.0,6,11
LAKPRE.BO,51425852.0,,,-21.38,,2586920448.0,,-0.084,Industrials,Tools & Accessories,,8,94
LAMBODHARA.BO,1148800256.0,14.302325,9.286912,7.74,11.92,2196218112.0,0.45,0.964,Consumer Cyclical,Textile Manufacturing,421.0,3,91
LAOPALA.BO,22599600128.0,23.8687,14.615937,8.53,13.93,3372866048.0,2.46,0.596,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1156.0,3,45
LEEL.BO,,,,,,,,,Unknown,Unknown,,11,97
LGBBROSLTD.BO,38344232960.0,13.351472,37.82007,90.05,31.79,25160706048.0,1.5,0.55,Consumer Cyclical,Auto Parts,3081.0,3,10
LIBERTSHOE.BO,5246616064.0,40.45992,,7.61,,6574590976.0,,-0.245,Consumer Cyclical,Footwear & Accessories,2047.0,3,44
LICHSGFIN.BO,273326440448.0,5.3105288,5.004482,93.55,,79452299264.0,1.81,0.8,Financial Services,Mortgage Finance,2349.0,6,61
LINDEINDIA.BO,504426201088.0,113.634,80.42219,52.05,,25235689472.0,0.07,0.426,Basic Materials,Specialty Chemicals,269.0,1,86
LOKESHMACH.BO,3078353664.0,57.7518,,2.78,,2699780096.0,,1.175,Industrials,Specialty Industrial Machinery,645.0,8,87
LOVABLE.BO,1346800000.0,,,-2.49,,396576992.0,,1.083,Consumer Cyclical,Apparel Manufacturing,996.0,3,6
LPDC.BO,1053022528.0,,,-1.16,,15352000.0,,0.51,Real Estate,Real Estate Services,,9,77
LT.BO,4352101056512.0,31.250618,44.280815,101.27,71.47,2523704328192.0,0.88,0.763,Industrials,Engineering & Construction,54303.0,8,37
LUMAXIND.BO,21973708800.0,16.63859,20.050323,141.28,117.24,32197089280.0,1.49,1.008,Consumer Cyclical,Auto Parts,2755.0,3,10
LUMAXTECH.BO,34136782848.0,20.877449,9.139599,23.99,54.8,32611643392.0,1.1,1.048,Consumer Cyclical,Auto Parts,2226.0,3,10
LUPIN.BO,870258442240.0,30.397066,50.04463,62.71,38.09,220015607808.0,0.42,0.613,Healthcare,Drug Manufacturers - Specialty & Generic,19210.0,7,32
LYKALABS.BO,3740312064.0,91.929825,,1.14,,1278228992.0,,1.075,Healthcare,Biotechnology,423.0,7,15
LYPSAGEMS.BO,173660752.0,,,-11.06,,131686000.0,,0.58,Consumer Cyclical,Luxury Goods,1.0,3,56
MAANALU.BO,4848711168.0,25.68768,5.516923,3.49,16.25,8017077248.0,,1.507,Basic Materials,Aluminum,225.0,1,5
MADHAV.BO,349738240.0,118.454544,,0.33,,349797536.0,,0.831,Industrials,Building Products & Equipment,173.0,8,18
MADHUCON.BO,525419648.0,,,-58.48,,14929945600.0,,1.298,Industrials,Engineering & Construction,,8,37
MAGNUM.BO,1917958272.0,8.886153,,3.25,,4081580032.0,,0.439,Basic Materials,Paper & Paper Products,1485.0,1,70
MAHABANK.BO,357041733632.0,6.3676267,,7.29,,107703615488.0,3.02,0.914,Financial Services,Banks - Regional,13499.0,6,11
MAHASTEEL.BO,3927821568.0,108.63636,,2.2,,7632119808.0,,-0.094,Basic Materials,Steel,462.0,1,89
MAHLIFE.BO,49219153920.0,102.93831,21.941175,3.08,14.45,3773200896.0,0.84,0.569,Real Estate,Real Estate - Development,695.0,9,75
MAHSCOOTER.BO,105544843264.0,64.93567,106.09018,142.22,87.05,1836300032.0,1.84,0.775,Consumer Cyclical,Auto Parts,74.0,3,10
MAHSEAMLES.BO,82148081664.0,10.406552,10.639535,58.91,57.62,50658000896.0,1.63,0.671,Basic Materials,Steel,1691.0,1,89
MAITHANALL.BO,25344559104.0,3.0413973,7.7787704,286.25,111.92,18036500480.0,1.03,0.78,Basic Materials,Steel,521.0,1,89
MALUPAPER.BO,565341888.0,,,-5.39,,2600719872.0,,0.111,Basic Materials,Paper & Paper Products,211.0,1,70
MANAKSIA.BO,4306245632.0,7.3337054,12.374764,8.96,5.31,5771206144.0,5.85,0.734,Industrials,Metal Fabrication,1158.0,8,60
MANALIPETC.BO,10538379264.0,52.818966,11.160292,1.16,5.49,9230499840.0,1.22,0.752,Basic Materials,Specialty Chemicals,383.0,1,86
MANAPPURAM.BO,170006478848.0,8.664798,19.220097,23.18,10.45,53520179200.0,1.99,1.243,Financial Services,Credit Services,51004.0,6,28
MANGALAM.BO,1459360000.0,14.31677,4.896442,6.44,18.83,3467365120.0,,0.824,Healthcare,Drug Manufacturers - Specialty & Generic,432.0,7,32
MANGCHEFER.BO,15566946304.0,11.748658,35.692936,11.18,3.68,33444929536.0,1.14,0.275,Basic Materials,Agricultural Inputs,601.0,1,2
MANGLMCEM.BO,19760934912.0,43.4755,53.6306,16.53,13.4,16153965568.0,0.21,0.559,Basic Materials,Building Materials,1031.0,1,17
MANINDS.BO,13820964864.0,18.421053,8.148854,11.59,26.2,30975502336.0,,-0.076,Basic Materials,Steel,794.0,1,89
MANINFRA.BO,55542919168.0,20.84507,44.179104,7.1,3.35,11110122496.0,0.97,0.465,Industrials,Engineering & Construction,800.0,8,37
MANUGRAPH.BO,469913280.0,,,-9.83,,460313984.0,,0.146,Industrials,Specialty Industrial Machinery,343.0,8,87
MARALOVER.BO,2646135040.0,,,-4.35,,10320960512.0,,0.711,Consumer Cyclical,Textile Manufacturing,2587.0,3,91
MARATHON.BO,20199034880.0,11.4799185,,34.36,,5871166976.0,0.25,1.236,Real Estate,Real Estate - Development,800.0,9,75
MARATHR.BO,,,,,,,,,Unknown,Unknown,,11,97
MARICO.BO,776575320064.0,48.539646,67.48594,12.36,8.89,103790002176.0,1.67,0.263,Consumer Defensive,Household & Personal Products,1834.0,4,46
MARKSANS.BO,92762669056.0,25.17835,19.13084,8.13,,24743979008.0,0.29,1.656,Healthcare,Drug Manufacturers - General,1141.0,7,31
MARUTI.BO,3755806556160.0,25.839878,31.046133,462.27,384.75,1504641024000.0,1.05,0.663,Consumer Cyclical,Auto Manufacturers,18228.0,3,9
MASTEK.BO,68674920448.0,17.856913,48.673668,124.54,45.69,33295400960.0,0.85,1.273,Technology,Information Technology Services,1315.0,10,47
MAWANASUG.BO,3109793536.0,3.2783506,,24.25,,14258100224.0,8.81,0.766,Consumer Defensive,Confectioners,1212.0,4,24
MAYURUNIQ.BO,20346679296.0,14.641964,19.08109,31.98,24.54,8504680960.0,0.64,0.643,Consumer Cyclical,Textile Manufacturing,475.0,3,91
MBECL.BO,34274340.0,,,-915.0,,1149933056.0,,0.856,Industrials,Engineering & Construction,253.0,8,37
MBLINFRA.BO,4525541376.0,1.9920928,,18.97,,1211947008.0,,1.584,Industrials,Engineering & Construction,246.0,8,37
MCDHOLDING.BO,968966784.0,,,,,,,,Unknown,Unknown,,11,97
MCLEODRUSS.BO,3232913152.0,,,-23.16,,12148868096.0,,1.846,Consumer Defensive,Packaged Foods,47015.0,4,68
MCX.BO,254249287680.0,49.749,37.719376,100.4,132.42,10813400064.0,0.15,0.394,Financial Services,Financial Data & Stock Exchanges,355.0,6,42
MEGASOFT.BO,4204890112.0,,,-1.76,,,,1.131,Healthcare,Drug Manufacturers - Specialty & Generic,,7,32
MEGFI.BO,106772032.0,65.3,,0.2,,2708510.0,,-0.006,Financial Services,Credit Services,,6,28
MEHSECU.BO,144892864.0,,,-0.44,,2922700.0,,-0.494,Financial Services,Capital Markets,4.0,6,20
MELSTAR.BO,1475288.0,0.010940864,,394.85,,,,0.5,Financial Services,Shell Companies,,6,81
MENONBE.BO,5292977664.0,22.067755,16.657848,4.28,5.67,1772518016.0,2.12,0.354,Consumer Cyclical,Auto Parts,243.0,3,10
MERCATOR.BO,257090384.0,,,,,,,,Unknown,Unknown,,11,97
METALFORGE.BO,178554992.0,,,,,,,,Unknown,Unknown,,11,97
METKORE.BO,47185716.0,,,,,,,,Unknown,Unknown,,11,97
MFSL.BO,344528322560.0,136.94101,69.413445,7.29,,490051436544.0,,0.93,Financial Services,Insurance - Life,10.0,6,49
MHRIL.BO,59373490176.0,43.30147,23.939026,6.8,,28022212608.0,,0.166,Consumer Cyclical,Resorts & Casinos,4339.0,3,79
MINDTECK.BO,5764506112.0,20.568182,,8.8,,4183000064.0,0.44,0.977,Technology,Information Technology Services,760.0,10,47
MIRCELECTR.BO,3256437248.0,,,-2.36,,8427964928.0,,1.183,Consumer Cyclical,"Furnishings, Fixtures & Appliances",484.0,3,45
MIRZAINT.BO,4191666688.0,216.64285,,0.14,,6116695040.0,,-0.052,Consumer Cyclical,Footwear & Accessories,1662.0,3,44
MMFL.BO,16261241856.0,58.77836,9.331793,5.73,,15520368640.0,2.38,1.304,Industrials,Metal Fabrication,2054.0,8,60
MMTC.BO,73949995008.0,48.333332,,1.02,,31000000.0,,1.12,Industrials,Conglomerates,361.0,8,25
MOHITIND.BO,357762560.0,,,-1.33,,1029873024.0,,0.442,Consumer Cyclical,Textile Manufacturing,533.0,3,91
MOIL.BO,59102220288.0,16.559294,13.616972,17.54,21.33,15674261504.0,2.26,0.677,Basic Materials,Other Industrial Metals & Mining,5480.0,1,67
MOLDTKPAC.BO,15795357696.0,25.379072,29.162579,18.73,16.3,7555814912.0,0.63,0.686,Consumer Cyclical,Packaging & Containers,706.0,3,69
MORARJEE.BO,224591568.0,,1.7719779,-44.94,3.64,328300000.0,,0.73,Consumer Cyclical,Textile Manufacturing,,3,91
MOREPENLAB.BO,25430544384.0,19.3375,,2.4,,17842872320.0,,1.532,Healthcare,Drug Manufacturers - Specialty & Generic,2152.0,7,32
MOTILALOFS.BO,352696270848.0,10.904205,10.176378,53.97,57.83,80565600256.0,1.44,0.38,Financial Services,Capital Markets,13600.0,6,20
MOTOGENFIN.BO,964307264.0,42.931034,,0.58,,98123000.0,,0.662,Real Estate,Real Estate Services,18.0,9,77
MPHASIS.BO,426183229440.0,25.972607,34.796375,86.52,64.58,139319984128.0,2.45,0.762,Technology,Information Technology Services,24518.0,10,47
MPSLTD.BO,40302862336.0,30.864399,46.684673,76.99,50.9,6941964800.0,3.28,1.228,Communication Services,Publishing,2406.0,2,73
MRF.BO,447161204736.0,25.510208,26.18917,4133.02,4025.87,274321293312.0,0.01,0.393,Consumer Cyclical,Auto Parts,19209.0,3,10
MRPL.BO,185337462784.0,22.5,8.480352,4.7,12.47,954144194560.0,2.84,0.992,Energy,Oil & Gas Refining & Marketing,2548.0,5,66
MSPL.BO,12844784640.0,55.11628,,0.43,,28935815168.0,,1.091,Basic Materials,Steel,1198.0,1,89
MTEDUCARE.BO,150234432.0,,,-3.84,,477816000.0,,1.147,Consumer Defensive,Education & Training Services,135.0,4,33
MTNL.BO,26497800192.0,,,-52.12,,7643400192.0,,0.835,Communication Services,Telecom Services,3309.0,2,90
MUKANDLTD.BO,13076887552.0,13.880368,,6.52,,50222600192.0,2.21,1.28,Basic Materials,Steel,1466.0,1,89
MUKTAARTS.BO,1627941248.0,,,-8.51,,1678096000.0,,0.835,Communication Services,Entertainment,57.0,2,38
MUNJALAU.BO,6876000256.0,12.433996,16.568674,5.53,4.15,19608268800.0,2.91,1.016,Consumer Cyclical,Auto Parts,852.0,3,10
MUNJALSHOW.BO,4449443840.0,16.03026,4.129547,6.94,26.94,12418442240.0,4.04,0.857,Consumer Cyclical,Auto Parts,2179.0,3,10
MURUDCERA.BO,2073676544.0,27.620968,,1.24,,1881250944.0,1.46,0.702,Industrials,Building Products & Equipment,302.0,8,18
MUTHOOTFIN.BO,855539908608.0,17.123745,43.51746,124.45,48.97,108147253248.0,1.13,0.987,Financial Services,Credit Services,28286.0,6,28
NACLIND.BO,11629288448.0,,62.698925,-2.56,0.93,14902500352.0,1.48,0.693,Basic Materials,Agricultural Inputs,1399.0,1,2
NAGREEKEXP.BO,864665344.0,26.103775,,1.06,,5523668992.0,,1.03,Consumer Cyclical,Textile Manufacturing,700.0,3,91
NAHARCAP.BO,3803899136.0,10.154223,,22.37,,527407008.0,0.66,0.194,Financial Services,Capital Markets,18.0,6,20
NAHARINDUS.BO,4184462336.0,19.645031,,4.93,,15126635520.0,,0.69,Consumer Cyclical,Textile Manufacturing,6850.0,3,91
NAHARPOLY.BO,4610250240.0,13.4989195,,13.89,,6623989760.0,0.53,0.542,Consumer Cyclical,Packaging & Containers,319.0,3,69
NAHARSPING.BO,6996668416.0,,,-2.56,,32417296384.0,0.52,0.93,Consumer Cyclical,Textile Manufacturing,10444.0,3,91
NAKODA.BO,,,,,,,,,Unknown,Unknown,,11,97
NATCOPHARM.BO,138210230272.0,7.4125843,18.848316,104.1,40.94,42800001024.0,0.94,0.552,Healthcare,Drug Manufacturers - Specialty & Generic,4016.0,7,32
NATIONALUM.BO,326644662272.0,7.78337,23.713335,22.85,7.5,150988505088.0,6.75,1.008,Basic Materials,Aluminum,4858.0,1,5
NAUKRI.BO,904689549312.0,161.30763,218.4332,43.17,31.88,27573479424.0,0.34,0.975,Communication Services,Internet Content & Information,5883.0,2,51
NAVINFLUOR.BO,186526957568.0,70.916466,91.83638,53.03,40.95,22503899136.0,0.32,0.412,Basic Materials,Chemicals,1487.0,1,21
NAVNETEDUL.BO,30582695936.0,3.9186509,15.890805,35.28,8.7,17872199680.0,2.97,0.177,Communication Services,Publishing,3098.0,2,73
NBCC.BO,196775985152.0,39.182793,33.12727,1.86,2.2,113702699008.0,1.3,1.223,Industrials,Engineering & Construction,1271.0,8,37
NCC.BO,109873217536.0,13.639907,19.08397,12.83,9.17,225533607936.0,1.26,1.461,Industrials,Engineering & Construction,6586.0,8,37
NCLIND.BO,8490196480.0,20.074865,11.99361,9.35,15.65,16500809728.0,1.86,0.476,Basic Materials,Building Materials,1026.0,1,17
NDL.BO,4555045376.0,4.7878785,0.16772825,0.66,18.84,30771464192.0,,0.899,Consumer Cyclical,Textile Manufacturing,2078.0,3,91
NDTV.BO,7620507648.0,,,-25.39,,4444959744.0,,0.73,Communication Services,Broadcasting,671.0,2,16
NECCLTD.BO,2088999936.0,18.165216,,1.15,,3324691968.0,,1.294,Industrials,Trucking,,8,96
NECLIFE.BO,5893579264.0,35.04,,0.75,,16813987840.0,,1.134,Healthcare,Drug Manufacturers - Specialty & Generic,1686.0,7,32
NELCAST.BO,8334715392.0,28.9426,19.083666,3.31,5.02,12174026752.0,0.42,0.588,Industrials,Metal Fabrication,1210.0,8,60
NELCO.BO,17249568768.0,87.69722,,8.62,,3201100032.0,0.29,0.673,Technology,Communication Equipment,94.0,10,22
NESCO.BO,61321338880.0,15.650063,31.77437,55.61,27.39,8535694848.0,0.69,0.639,Industrials,Conglomerates,220.0,8,25
NESTLEIND.BO,2111311052800.0,70.913216,10.70022,30.88,204.65,199115096064.0,1.48,0.159,Consumer Defensive,Packaged Foods,8736.0,4,68
NETWORK18.BO,63730864128.0,,,-11.18,,87458799616.0,,0.736,Communication Services,Entertainment,5008.0,2,38
NEULANDLAB.BO,136216977408.0,45.45402,238.42693,233.58,44.53,15334870016.0,0.13,1.047,Healthcare,Drug Manufacturers - Specialty & Generic,1643.0,7,32
NEXTMEDIA.BO,428783488.0,,,-3.13,,381800000.0,,0.894,Communication Services,Broadcasting,45.0,2,16
NFL.BO,38338670592.0,14.942638,,5.23,,206222295040.0,0.35,0.91,Basic Materials,Agricultural Inputs,2739.0,1,2
NHPC.BO,734389927936.0,31.786957,24.867346,2.3,2.94,99210297344.0,2.6,0.3,Utilities,Utilities - Renewable,4461.0,12,101
NIFTYBEES.BO,,,,,,,,,Unknown,Unknown,,11,97
NIITLTD.BO,15117950976.0,33.383236,60.27027,3.34,1.85,3456420096.0,1.35,0.151,Consumer Defensive,Education & Training Services,739.0,4,33
NILKAMAL.BO,23563374592.0,21.882622,15.88262,72.16,99.42,32529233920.0,1.27,0.439,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3636.0,3,45
NIPPOBATRY.BO,3296250112.0,2.6143596,,168.11,,5392862208.0,1.14,0.473,Industrials,Electrical Equipment & Parts,1315.0,8,34
NITCO.BO,23249592320.0,,,-110.17,,2962697984.0,,1.006,Industrials,Building Products & Equipment,513.0,8,18
NITINFIRE.BO,531931456.0,,,,,,,,Unknown,Unknown,,11,97
NITINSPIN.BO,17321381888.0,10.29746,7.6546583,29.92,,32650733568.0,0.81,0.507,Consumer Cyclical,Textile Manufacturing,7142.0,3,91
NLCINDIA.BO,286271832064.0,12.136978,11.864943,17.01,,150543204352.0,1.45,0.647,Utilities,Utilities - Regulated Electric,10368.0,12,99
NMDC.BO,549664620544.0,8.48304,4.704289,7.37,13.29,233902407680.0,3.87,0.825,Basic Materials,Steel,5630.0,1,89
NOCIL.BO,28967559168.0,23.541384,14.482471,7.37,11.98,14094999552.0,1.73,0.567,Basic Materials,Specialty Chemicals,716.0,1,86
NOIDATOLL.BO,806224384.0,,,-13.62,,397753984.0,,0.571,Industrials,Infrastructure Operations,4.0,8,48
NOVARTIND.BO,19813132288.0,22.98625,,34.91,,3535600128.0,3.12,0.308,Healthcare,Drug Manufacturers - Specialty & Generic,62.0,7,32
NRBBEARING.BO,20072671232.0,17.792097,17.550848,11.64,11.8,11539300352.0,1.69,0.708,Consumer Cyclical,Auto Parts,1290.0,3,10
NSIL.BO,24614277120.0,33.22253,,144.25,,1238562048.0,,0.249,Financial Services,Asset Management,4.0,6,8
NTL.BO,288377440.0,,,-12.99,,-201000.0,,-0.391,Basic Materials,Steel,,1,89
NTPC.BO,3015179501568.0,14.48975,12.458742,21.46,,1858917498880.0,3.7,0.484,Utilities,Utilities - Regulated Electric,20074.0,12,99
NUCLEUS.BO,22421258240.0,15.1064205,9.359341,56.38,91.0,8135499776.0,1.47,0.406,Technology,Software - Application,1890.0,10,82
NUTEK.BO,,,,,,,,,Unknown,Unknown,,11,97
NUTRICIRCLE.BO,2308000000.0,,,-24.51,,14592000.0,,1.061,Consumer Defensive,Packaged Foods,3.0,4,68
OBEROIRLTY.BO,538785447936.0,20.876303,36.989517,70.98,40.06,54508953600.0,0.81,0.66,Real Estate,Real Estate - Development,1012.0,9,75
OFSS.BO,674152513536.0,29.498196,37.306915,263.15,208.07,67729608704.0,3.09,0.484,Technology,Software - Infrastructure,8754.0,10,83
OIL.BO,557927235584.0,7.5583954,6.1162624,45.38,,328765407232.0,5.3,0.688,Energy,Oil & Gas Integrated,6492.0,5,65
OILCOUNTUB.BO,3237777408.0,,,-9.5,,998624000.0,,-0.429,Energy,Oil & Gas Equipment & Services,,5,64
OMAXAUTO.BO,1839171328.0,4.8885727,,17.59,,3585871872.0,2.33,0.333,Consumer Cyclical,Auto Parts,153.0,3,10
OMAXE.BO,14247987200.0,,,-37.33,,15553099776.0,,-0.621,Real Estate,Real Estate - Development,505.0,9,75
OMKARCHEM.BO,138489936.0,,,-4.12,,193578000.0,,0.138,Basic Materials,Specialty Chemicals,,1,86
ONELIFECAP.BO,134535200.0,,,-5.3,,542081024.0,,0.275,Financial Services,Capital Markets,17.0,6,20
ONGC.BO,2834341560320.0,7.267742,5.2700114,31.0,,6028639862784.0,7.77,0.66,Energy,Oil & Gas Integrated,25847.0,5,65
ONMOBILE.BO,5289469952.0,,,-3.13,,5394829824.0,,0.744,Communication Services,Telecom Services,449.0,2,90
ONWARDTEC.BO,6502658560.0,28.167976,,10.18,,4824718848.0,1.74,1.15,Technology,Information Technology Services,2529.0,10,47
OPTIEMUS.BO,38360780800.0,58.154762,,7.56,,19310055424.0,,0.563,Technology,Electronics & Computer Distribution,65.0,10,36
OPTOCIRCUI.BO,535114240.0,,,,,,,,Unknown,Unknown,,11,97
ORBTEXP.BO,3860605952.0,10.206438,,14.29,,2113304960.0,,-0.151,Consumer Cyclical,Textile Manufacturing,428.0,3,91
ORIENTALTL.BO,690968576.0,,,-1.26,,81669696.0,,1.345,Industrials,Building Products & Equipment,16.0,8,18
ORIENTBELL.BO,3952569856.0,78.202896,,3.45,,6798353920.0,0.19,0.795,Industrials,Building Products & Equipment,858.0,8,18
ORIENTCEM.BO,67583746048.0,57.504364,65.63745,5.73,5.02,27716739072.0,0.68,0.567,Basic Materials,Building Materials,1275.0,1,17
ORIENTHOT.BO,23476838400.0,59.749996,,2.2,,4162950912.0,0.38,0.663,Consumer Cyclical,Lodging,604.0,3,54
ORIENTPPR.BO,4867547136.0,,4.4371376,-2.03,5.17,9188800512.0,1.09,0.527,Basic Materials,Paper & Paper Products,1422.0,1,70
ORISSAMINE.BO,30427201536.0,625.3021,,8.11,,918744000.0,,1.184,Basic Materials,Other Industrial Metals & Mining,212.0,1,67
OSWALAGRO.BO,8302434816.0,16.362434,,3.78,,638925504.0,,0.565,Real Estate,Real Estate - Development,27.0,9,75
OSWALOR.BO,,,,-1.52,,767092992.0,,0.029,Consumer Defensive,Confectioners,52.0,4,24
PAEL.BO,50535060.0,,,,,,,,Unknown,Unknown,,11,97
PAGEIND.BO,450538930176.0,67.11465,84.49171,601.85,478.07,48417570816.0,1.49,0.373,Consumer Cyclical,Apparel Manufacturing,19461.0,3,6
PANACEABIO.BO,18243520512.0,,,-1.28,,5630179840.0,,0.852,Healthcare,Biotechnology,1936.0,7,15
PANAMAPET.BO,21284673536.0,10.449956,24.639357,33.67,14.28,28386299904.0,1.71,1.466,Energy,Oil & Gas Refining & Marketing,164.0,5,66
PARACABLES.BO,16395523072.0,17.117834,,3.14,,13919535104.0,,0.0,Technology,Communication Equipment,308.0,10,22
PARSVNATH.BO,9595740160.0,,,-13.02,,2803660032.0,,1.205,Real Estate,Real Estate - Development,221.0,9,75
PATELENG.BO,35076403200.0,11.141026,10.1046505,3.9,,48246788096.0,,1.315,Industrials,Engineering & Construction,4580.0,8,37
PATINTLOG.BO,1099453952.0,14.363636,,1.1,,3419187968.0,0.62,1.283,Industrials,Integrated Freight & Logistics,261.0,8,50
PCJEWELLER.BO,66029678592.0,38.931034,0.4765724,0.29,23.69,15940700160.0,,0.835,Consumer Cyclical,Luxury Goods,614.0,3,56
PDUMJEIND.BO,46800002088960.0,1134875.6,,,,,,,Unknown,Unknown,,11,97
PEARLPOLY.BO,443262912.0,,,-0.7,,209215008.0,,0.44,Consumer Cyclical,Packaging & Containers,64.0,3,69
PEL.BO,195938828288.0,39.68167,13.68999,21.99,63.74,42590601216.0,1.15,0.994,Financial Services,Financial Conglomerates,13706.0,6,41
PENIND.BO,21119049728.0,18.787516,22.947214,8.33,6.82,31435800576.0,,0.231,Industrials,Specialty Industrial Machinery,2679.0,8,87
PENINLAND.BO,7458503168.0,46.04,,0.5,,3081200128.0,,0.972,Real Estate,Real Estate - Development,181.0,9,75
